标题,品牌,车型,款式,车年份,购车时间,售价,首付,里程,城市
福特锐际 2020款 EcoBoost 245 两驱耀享款,福特,福特锐际,245,2020,2020,10.18,2.04万,7.62万公里,郑州
奥迪A4L 2020款 40 TFSI 时尚动感型,奥迪,奥迪A4L,TFSI,2020,2021,19.2,3.84万,2.85万公里,太原
东风风行菱智 2019款 M5L 1.6L 手动 基本型 7座 国VI,东风风行,东风风行菱智,7座,2019,2021,5.18,1.04万,2.43万公里,郑州
起亚K2 2015款 三厢 1.4L 手动 GLS,起亚,起亚K2,手动,2015,2016,3.18,0.64万,5.06万公里,临沂
吉利汽车吉利嘉际 2019款 1.8TD 手自一体 悦享版 6座,吉利汽车,吉利汽车吉利嘉际,6座,2019,2021,7.78,1.56万,6.18万公里,郑州
雪佛兰科沃兹 2016款 1.5L 手自一体 欣享版,雪佛兰,雪佛兰科沃兹,欣享版,2016,2017,3.55,0.71万,7.32万公里,淄博
领克01 2021款 2.0T 两驱型Pro,领克,领克01,2.0T,2021,2021,11.9,2.38万,4.37万公里,厦门
大众朗逸 2019款 1.5L 手自一体 风尚版 国VI,大众,大众朗逸,国VI,2019,2021,6.98,1.40万,4.83万公里,淄博
吉利汽车吉利博越 2020款 1.8TD 双离合 智慧PRO,吉利汽车,吉利汽车吉利博越,双离合,2020,2019,6.36,1.27万,5.36万公里,南宁
小鹏P7 2022款 480G,小鹏,小鹏P7,2022款,2022,2022,14.2,2.84万,1.97万公里,重庆
广汽传祺传祺GS4 2020款 270T 手自一体 豪华智联版,广汽传祺,广汽传祺传祺GS4,豪华智联版,2020,2020,8.13,1.63万,4.19万公里,包头
比亚迪唐 2018款 2.0TI 手自一体 智联尊荣版 7座 国V,比亚迪,比亚迪唐,国V,2018,2019,7.7,1.54万,7.14万公里,潍坊
丰田雷凌 2019款 185T CVT 科技版 国VI,丰田,丰田雷凌,国VI,2019,2020,7.88,1.58万,3.76万公里,柳州
荣威iMAX8 2021款 2.0T 手自一体 Supreme系列尊荣版,荣威,荣威iMAX8,Supreme系列尊荣版,2021,2021,14.8,2.96万,3.79万公里,上海
凯迪拉克XT5 2018款 28E 四驱 技术型,凯迪拉克,凯迪拉克XT5,四驱,2018,2019,14.7,2.94万,6.93万公里,淄博
MINI 2020款 2.0T COOPER S 赛车手,MINI,MINI,S,2020,2021,20.8,4.16万,1.87万公里,呼和浩特
日产轩逸 2022款 1.6L CVT XL悦享版,日产,日产轩逸,XL悦享版,2022,2022,8.73,1.75万,1.97万公里,柳州
哈弗大狗 2021款 1.5T 两驱边牧版,哈弗,哈弗大狗,两驱边牧版,2021,2021,9.3,1.86万,4.36万公里,东莞
理想汽车理想L7 2023款 L7 Max,理想汽车,理想汽车理想L7,L7,2023,2023,28.5,5.70万,1.22万公里,中山
本田锋范 2012款 1.5L 手动 舒适版,本田,本田锋范,舒适版,2012,2013,2.0,0.40万,9.26万公里,昆明
广汽传祺传祺GS8 2017款 320T 四驱 豪华智联版 7座,广汽传祺,广汽传祺传祺GS8,7座,2017,2017,8.54,1.71万,12.31万公里,沈阳
大众探歌 2018款 280TSI 双离合 两驱 舒适型 国V,大众,大众探歌,舒适型,2018,2019,9.36,1.87万,4.74万公里,潍坊
丰田汉兰达 2021款 2.0T 自动四驱豪华版 7座,丰田,丰田汉兰达,7座,2021,2021,19.5,3.90万,5.05万公里,北京
铃木奥拓 2013款 改款 1.0L 手动舒适型,铃木,铃木奥拓,1.0L,2013,2015,2.14,0.40万,6.99万公里,东莞
丰田锐志 2010款 2.5S 风度菁华版,丰田,丰田锐志,风度菁华版,2010,2011,5.38,1.08万,11.23万公里,沈阳
奔驰C级 2018款 C 200 L 运动轿车,奔驰,奔驰C级,L,2018,2018,17.0,3.40万,5.48万公里,北京
宝马5系 2014款 525Li 2.0T 手自一体 豪华设计套装,宝马,宝马5系,手自一体,2014,2014,11.68,2.34万,15.00万公里,沈阳
本田飞度 2018款 1.5L CVT 舒适天窗版,本田,本田飞度,舒适天窗版,2018,2018,5.28,1.06万,5.09万公里,郑州
本田杰德 2016款 1.8L 5AT 舒适精英型（五座）,本田,本田杰德,5AT,2016,2016,6.58,1.32万,10.12万公里,沈阳
宝马5系 2021款 530Li 领先型 豪华套装,宝马,宝马5系,领先型,2021,2021,32.8,6.56万,5.25万公里,广州
日产逍客 2022款 2.0L 智享版,日产,日产逍客,智享版,2022,2022,8.9,1.78万,2.77万公里,绍兴
路虎揽胜极光 2023款 极光L 249PS R-Dynamic 奢享版,路虎,路虎揽胜极光,奢享版,2023,2023,26.6,5.32万,1.27万公里,广州
红旗HS5 2022款 2.0T 手自一体 两驱 智联旗享乐购版,红旗,红旗HS5,智联旗享乐购版,2022,2022,13.29,2.66万,2.93万公里,南昌
日产奇骏 2014款 2.0L CVT 舒适版 两驱,日产,日产奇骏,两驱,2014,2014,6.1,1.22万,14.62万公里,沈阳
雪佛兰沃兰多 2019款 Redline 530T 手自一体 纵享版 7座 国VI,雪佛兰,雪佛兰沃兰多,国VI,2019,2019,5.8,1.16万,3.71万公里,哈尔滨
哪吒汽车哪吒V 2021款 长续航娱乐版升级型,哪吒汽车,哪吒汽车哪吒V,长续航娱乐版升级型,2021,2021,5.58,1.12万,5.37万公里,包头
大众迈腾 2019款 330TSI 双离合 豪华型 国VI,大众,大众迈腾,豪华型,2019,2020,13.5,2.70万,2.13万公里,北京
别克昂科旗 2022款 652T 四驱尊享旗舰型 7座,别克,别克昂科旗,四驱尊享旗舰型,2022,2023,24.78,4.96万,1.47万公里,惠州
宝马5系 2017款 528Li 2.0T 手自一体 领先型,宝马,宝马5系,手自一体,2017,2016,15.6,3.12万,12.85万公里,绍兴
比亚迪宋Pro新能源 2019款 DM 1.5TI 双离合 四驱高能版,比亚迪,比亚迪宋Pro新能源,四驱高能版,2019,2018,6.0,1.20万,8.85万公里,南昌
大众帕萨特 2020款 280TSI 双离合 商务版 国VI,大众,大众帕萨特,国VI,2020,2021,11.2,2.24万,3.36万公里,临沂
保时捷Macan 2017款 Macan 2.0T,保时捷,保时捷Macan,Macan,2017,2017,22.98,4.60万,6.62万公里,南宁
荣威i5 2020款 1.5L CVT 4G互联领豪旗舰版,荣威,荣威i5,4G互联领豪旗舰版,2020,2020,4.56,0.91万,5.19万公里,郑州
吉利汽车吉利缤越 2019款 运动版 260T 双离合 Battle 国Ⅴ,吉利汽车,吉利汽车吉利缤越,国Ⅴ,2019,2019,5.16,1.03万,3.88万公里,南宁
吉利汽车吉利帝豪 2023款 冠军款 1.5L CVT豪华型,吉利汽车,吉利汽车吉利帝豪,1.5L,2023,2023,6.68,1.34万,0.50万公里,石家庄
宝马3系GT 2019款 320i M运动套装,宝马,宝马3系GT,320i,2019,2020,18.68,3.74万,7.47万公里,呼和浩特
吉利汽车吉利帝豪GL 2020款 1.4T CVT 尊贵型,吉利汽车,吉利汽车吉利帝豪GL,CVT,2020,2021,5.9,1.18万,3.65万公里,南宁
奥迪A3 2016款 Sportback 35TFSI 进取型,奥迪,奥迪A3,35TFSI,2016,2017,7.7,1.54万,6.41万公里,郑州
本田奥德赛 2022款 2.0L 锐·领享版 7座,本田,本田奥德赛,7座,2022,2022,24.38,4.52万,2.56万公里,大连
吉利汽车吉利远景 2020款 改款 1.5L CVT亚运版,吉利汽车,吉利汽车吉利远景,CVT亚运版,2020,2021,4.88,0.84万,2.84万公里,大连
本田奥德赛 2022款 2.0L 锐·领享版 7座,本田,本田奥德赛,7座,2022,2022,24.38,4.52万,2.56万公里,大连
吉利汽车吉利远景 2020款 改款 1.5L CVT亚运版,吉利汽车,吉利汽车吉利远景,CVT亚运版,2020,2021,4.88,0.84万,2.84万公里,大连
别克昂科威 2020款 昂科威S 652T 两驱 限量S运动版,别克,别克昂科威,限量S运动版,2020,2021,16.8,2.92万,3.88万公里,大连
丰田雷凌 2014款 1.6G CVT 精英版,丰田,丰田雷凌,精英版,2014,2015,4.78,0.94万,8.25万公里,大连
smart forfour 2018款 1.0L 52千瓦激情版,smart,smart,52千瓦激情版,2018,2018,7.28,1.46万,5.92万公里,北京
沃尔沃XC60 2017款 T5 四驱 智进升级版,沃尔沃,沃尔沃XC60,智进升级版,2017,2017,11.0,2.20万,8.01万公里,哈尔滨
现代ix25 2020款 1.5L CVT 智能型,现代,现代ix25,CVT,2020,2019,6.6,1.32万,3.62万公里,烟台
本田缤智 2015款 1.5L CVT 两驱 舒适型,本田,本田缤智,两驱,2015,2016,5.98,1.20万,9.70万公里,石家庄
奥迪A6L 2023款 改款 45 TFSI 臻选动感型,奥迪,奥迪A6L,TFSI,2023,2023,35.0,7.00万,0.73万公里,襄阳
日产蓝鸟 2020款 1.6L CVT 智联智酷版,日产,日产蓝鸟,智联智酷版,2020,2020,7.59,1.40万,5.18万公里,太原
特斯拉Model 3 2022款 556km 后轮驱动版,特斯拉,特斯拉Model,后轮驱动版,2022,2022,18.2,3.64万,1.42万公里,太原
雷克萨斯NX 2022款 260 两驱创驰版,雷克萨斯,雷克萨斯NX,两驱创驰版,2022,2023,24.2,4.84万,2.55万公里,贵阳
凯迪拉克CT5 2022款 28T 尊贵型,凯迪拉克,凯迪拉克CT5,28T,2022,2023,19.9,3.98万,1.61万公里,苏州
别克GL8 2021款 ES陆尊 653T 尊享型,别克,别克GL8,653T,2021,2021,25.5,5.10万,4.03万公里,唐山
吉利汽车吉利博越 2022款 博越X 1.8TD 双离合 两驱 智慧型,吉利汽车,吉利汽车吉利博越,两驱,2022,2023,8.4,1.68万,0.25万公里,苏州
大众迈腾 2017款 330TSI 双离合 尊贵版,大众,大众迈腾,尊贵版,2017,2017,9.5,1.90万,11.41万公里,哈尔滨
吉利汽车吉利嘉际 2021款 1.8TD 双离合 豪华型,吉利汽车,吉利汽车吉利嘉际,双离合,2021,2020,7.4,1.48万,6.27万公里,商丘
宝马i3 2022款 eDrive 35 L,宝马,宝马i3,35,2022,2022,18.3,3.66万,2.85万公里,苏州
现代ix35 2021款 2.0L 自动 两驱 领先版GLS,现代,现代ix35,领先版GLS,2021,2023,10.58,2.12万,1.23万公里,北京
本田思域 2022款 240TURBO CVT劲动版,本田,本田思域,CVT劲动版,2022,2022,11.48,2.30万,2.77万公里,昆明
比亚迪宋PLUS新能源 2021款 DM-i 1.5L 两驱尊荣型,比亚迪,比亚迪宋PLUS新能源,1.5L,2021,2022,10.68,2.14万,0.87万公里,南京
日产逍客 2017款 2.0L CVT 智享版 国V,日产,日产逍客,国V,2017,2019,7.98,1.60万,5.33万公里,大同
埃安AION Y 2023款 430km Younger 磷酸铁锂,埃安,埃安AION,Younger,2023,2023,9.2,1.84万,3.00万公里,南宁
马自达CX-5 2017款 2.5L 手自一体 两驱 智尊版 国V,马自达,马自达CX-5,国V,2017,2019,10.66,2.13万,4.69万公里,兰州
铃木北斗星 2015款 1.0L 手动 经济型,铃木,铃木北斗星,手动,2015,2014,0.72,0.14万,4.30万公里,宝鸡
吉利汽车吉利缤瑞 2022款 缤瑞COOL 1.5T 雷霆版,吉利汽车,吉利汽车吉利缤瑞,雷霆版,2022,2023,7.7,1.54万,0.25万公里,苏州
大众辉昂 2018款 改款 380TSI 两驱 商务版,大众,大众辉昂,商务版,2018,2018,15.6,3.12万,7.80万公里,苏州
长安CS35 2016款 1.6L 自动 豪华型 国5,长安,长安CS35,豪华型,2016,2016,3.0,0.60万,4.00万公里,北京
比亚迪唐 2021款 2.0TI 手自一体 旗舰型,比亚迪,比亚迪唐,手自一体,2021,2021,10.7,2.14万,2.16万公里,临沂
奔腾T99 2020款 20TD 手自一体 运动尊享型,奔腾,奔腾T99,手自一体,2020,2020,7.1,1.42万,7.39万公里,商丘
大众迈腾 2023款 200万辆纪念版 330TSI 领先型,大众,大众迈腾,领先型,2023,2023,17.87,3.57万,0.03万公里,临沂
别克昂科旗 2022款 652T 四驱尊享旗舰型 7座,别克,别克昂科旗,四驱尊享旗舰型,2022,2023,23.25,4.65万,2.89万公里,临沂
起亚智跑 2014款 2.0L 手动 两驱 GL,起亚,起亚智跑,两驱,2014,2014,3.24,0.65万,5.52万公里,北京
本田雅阁 2022款 260TURBO 豪华版,本田,本田雅阁,豪华版,2022,2022,15.25,3.05万,2.70万公里,临沂
现代名图 2016款 1.6T 双离合 智能型,现代,现代名图,双离合,2016,2017,5.8,1.16万,9.20万公里,商丘
广汽传祺传祺M8 2023款 领秀系列 390T 尊享版 7座,广汽传祺,广汽传祺传祺M8,7座,2023,2022,15.88,3.18万,2.76万公里,合肥
广汽传祺传祺M6 2023款 Pro 270T 豪华版,广汽传祺,广汽传祺传祺M6,豪华版,2023,2024,11.38,2.28万,0.06万公里,临沂
哈弗H6 2021款 国潮版 1.5T 两驱冠军版,哈弗,哈弗H6,两驱冠军版,2021,2021,7.26,1.45万,4.24万公里,临沂
奔腾B70 2022款 第三代 1.5T 双离合乐享型,奔腾,奔腾B70,1.5T,2022,2023,7.38,1.48万,0.91万公里,临沂
广汽传祺传祺GS8 2022款 双擎 2.0T 两驱尊贵版 7座,广汽传祺,广汽传祺传祺GS8,7座,2022,2022,17.9,3.58万,1.12万公里,临沂
领克03 2021款 1.5TD 双离合 劲Plus,领克,领克03,双离合,2021,2020,8.41,1.68万,4.66万公里,临沂
三菱欧蓝德 2019款 2.0L CVT 两驱 畅享版 5座 国V,三菱,三菱欧蓝德,国V,2019,2019,8.5,1.70万,3.28万公里,哈尔滨
长安欧尚X7 2021款 1.5T 双离合 尊享型,长安欧尚,长安欧尚X7,双离合,2021,2021,7.3,1.46万,2.40万公里,重庆
大众Polo 2019款 Plus 1.5L 手自一体 全景乐享版,大众,大众Polo,全景乐享版,2019,2020,6.19,1.24万,2.17万公里,合肥
福特福睿斯 2015款 1.5L 自动时尚型,福特,福特福睿斯,1.5L,2015,2017,3.7,0.74万,7.08万公里,商丘
福特福克斯 2012款 两厢 1.6L 自动 风尚型,福特,福特福克斯,自动,2012,2012,2.7,0.54万,5.93万公里,北京
凯迪拉克XTS 2013款 28T 舒适型,凯迪拉克,凯迪拉克XTS,28T,2013,2014,6.3,1.26万,6.75万公里,呼和浩特
本田雅阁 2018款 260TURBO 精英版 国VI,本田,本田雅阁,国VI,2018,2020,12.44,2.49万,4.55万公里,商丘
大众帕萨特 2013款 2.0T 双离合 御尊版,大众,大众帕萨特,御尊版,2013,2014,5.0,1.00万,12.27万公里,呼和浩特
日产轩逸 2018款 1.6XV CVT 尊享版,日产,日产轩逸,尊享版,2018,2018,6.09,1.22万,6.63万公里,柳州
马自达3 昂克赛拉 2022款 2.0L 自动质雅版,马自达,马自达3,自动质雅版,2022,2022,9.588,1.92万,3.74万公里,柳州
特斯拉Model 3 2021款 标准续航后驱升级版,特斯拉,特斯拉Model,标准续航后驱升级版,2021,2021,16.4,3.28万,4.89万公里,长春
宝骏310 2016款 1.2L 手动 舒适版 国V,宝骏,宝骏310,国V,2016,2017,1.88,0.38万,7.44万公里,济宁
奥迪A3 2021款 Sportback 35 TFSI 时尚运动型,奥迪,奥迪A3,TFSI,2021,2021,13.98,2.80万,4.82万公里,潍坊
大众高尔夫 2019款 280TSI 双离合 舒适型 国VI,大众,大众高尔夫,舒适型,2019,2019,8.5,1.70万,3.71万公里,淄博
凯迪拉克ATS-L 2017款 28T 技术版,凯迪拉克,凯迪拉克ATS-L,技术版,2017,2019,11.928,2.39万,6.72万公里,厦门
丰田凯美瑞 2019款 2.0G 豪华版 国VI,丰田,丰田凯美瑞,国VI,2019,2020,12.48,2.50万,2.72万公里,商丘
本田XR-V 2019款 1.5L CVT 舒适版 国VI,本田,本田XR-V,国VI,2019,2019,7.96,1.59万,7.68万公里,南宁
三菱帕杰罗(进口) 2018款 三菱帕杰罗V97 3.8L GLS 八气 双差 天窗(中东),三菱,三菱帕杰罗(进口),双差,2018,2019,22.2,4.44万,8.92万公里,沈阳
奇瑞瑞虎5x 2023款 1.5L CVT时尚型,奇瑞,奇瑞瑞虎5x,1.5L,2023,2023,6.75,1.35万,0.42万公里,重庆
长安CS35PLUS 2021款 1.4T 双离合 尊贵蓝鲸版,长安,长安CS35PLUS,尊贵蓝鲸版,2021,2021,5.2,1.04万,3.35万公里,济南
长安UNI-T 2020款 1.5T 双离合 尊贵型,长安,长安UNI-T,双离合,2020,2020,8.38,1.68万,4.62万公里,西安
长安欧尚X7 2021款 1.5T 双离合 尊享型,长安欧尚,长安欧尚X7,双离合,2021,2021,6.68,1.34万,3.06万公里,郑州
本田XR-V 2017款 1.5L LXi CVT 经典版 国V,本田,本田XR-V,国V,2017,2018,7.05,1.41万,4.88万公里,石家庄
起亚凯绅 2014款 1.8L 自动 GLS,起亚,起亚凯绅,自动,2014,2015,3.5,0.70万,9.02万公里,苏州
大众高尔夫 2017款 1.6L 手自一体 舒适百万辆纪念版,大众,大众高尔夫,舒适百万辆纪念版,2017,2018,6.8,1.36万,9.23万公里,南京
别克君威 2021款 552T 精英型,别克,别克君威,552T,2021,2021,10.3,2.06万,2.26万公里,合肥
雪铁龙世嘉 2011款 三厢 1.6L手动挡 冠军版,雪铁龙,雪铁龙世嘉,冠军版,2011,2012,1.32,0.26万,10.28万公里,郑州
本田凌派 2015款 1.8L 自动 豪华版,本田,本田凌派,豪华版,2015,2015,5.38,1.08万,5.67万公里,北京
红旗H9 2020款 2.0T 智联旗畅版,红旗,红旗H9,智联旗畅版,2020,2022,25.68,4.60万,2.75万公里,苏州
别克昂科威 2019款 20T 双离合 两驱 精英版 国V,别克,别克昂科威,国V,2019,2019,8.3,1.66万,5.80万公里,徐州
别克昂科拉 2015款 1.4T G 自动 两驱 都市精英型,别克,别克昂科拉,两驱,2015,2016,3.936,0.79万,9.82万公里,石家庄
丰田亚洲龙 2022款 2.0L CVT XLE尊享版,丰田,丰田亚洲龙,XLE尊享版,2022,2022,15.7,3.14万,1.85万公里,潍坊
五菱汽车五菱宏光S 2019款 五菱宏光 1.5L S舒适型国VI LAR,五菱汽车,五菱汽车五菱宏光S,S舒适型国VI,2019,2020,3.5,0.70万,5.97万公里,济宁
吉利汽车吉利帝豪 2018款 1.5L CVT 向上互联版,吉利汽车,吉利汽车吉利帝豪,向上互联版,2018,2018,3.88,0.78万,6.79万公里,济宁
吉利汽车吉利星越L 2021款 2.0T 双离合两驱尊贵型,吉利汽车,吉利汽车吉利星越L,2.0T,2021,2023,13.48,2.70万,1.50万公里,合肥
东风风行风行SX6 2016款 1.6L 手动 尊享版,东风风行,东风风行风行SX6,尊享版,2016,2017,2.78,0.56万,4.16万公里,唐山
大众迈腾 2023款 200万辆纪念版 330TSI 豪华型,大众,大众迈腾,豪华型,2023,2023,18.57,3.71万,1.03万公里,哈尔滨
雪佛兰科鲁泽 2021款 320 手自一体 悦享天窗版,雪佛兰,雪佛兰科鲁泽,悦享天窗版,2021,2021,5.78,1.16万,2.38万公里,洛阳
比亚迪宋Pro 2019款 1.5TI 双离合 精英型,比亚迪,比亚迪宋Pro,双离合,2019,2020,6.216,1.24万,6.77万公里,合肥
日产逍客 2017款 2.0L CVT 豪华版 国V,日产,日产逍客,国V,2017,2018,8.07,1.61万,3.85万公里,大同
本田飞度 2021款 1.5L 潮享版,本田,本田飞度,潮享版,2021,2021,6.58,1.32万,1.93万公里,广州
五菱汽车五菱宏光MINIEV 2020款 自在款 磷酸铁锂,五菱汽车,五菱汽车五菱宏光MINIEV,自在款,2020,2021,2.58,0.52万,2.28万公里,洛阳
凯迪拉克XTS 2013款 28T 领先型,凯迪拉克,凯迪拉克XTS,28T,2013,2013,6.88,1.38万,11.03万公里,南京
本田CR-V 2019款 240TURBO CVT 两驱 舒适版 国VI,本田,本田CR-V,国VI,2019,2019,10.6,2.12万,4.36万公里,绍兴
名爵GS 锐腾 2015款 1.5TGI 自动 两驱 豪华型,名爵,名爵GS,两驱,2015,2015,3.88,0.78万,2.72万公里,海口
奇瑞新能源小蚂蚁 2019款 智炫版 35kWh 4座,奇瑞新能源,奇瑞新能源小蚂蚁,4座,2019,2019,3.3,0.66万,5.82万公里,郑州
领克05 2020款 2.0TD 手自一体 两驱 耀Plus,领克,领克05,两驱,2020,2020,10.88,2.18万,3.62万公里,南昌
别克昂科威 2021款 532T 两驱 豪华型,别克,别克昂科威,两驱,2021,2021,11.2,2.24万,8.02万公里,郑州
凯迪拉克ATS-L 2017款 28T 技术版,凯迪拉克,凯迪拉克ATS-L,技术版,2017,2019,12.58,2.52万,5.50万公里,宁波
丰田锐志 2013款 2.5S 菁锐版,丰田,丰田锐志,菁锐版,2013,2015,8.88,1.78万,9.75万公里,杭州
极氪ZEEKR X 2023款 512km 四驱YOU版 5座,极氪,极氪ZEEKR,5座,2023,2024,15.6,3.12万,0.72万公里,苏州
本田缤智 2015款 1.8L CVT 两驱 精英型,本田,本田缤智,两驱,2015,2015,6.28,1.26万,7.30万公里,包头
魏牌摩卡 2021款 2.0T 两驱特醇版,魏牌,魏牌摩卡,两驱特醇版,2021,2021,10.98,2.20万,6.29万公里,上海
荣威eRX5 2023款 1.5T 50km 超混优越版,荣威,荣威eRX5,超混优越版,2023,2023,9.68,1.94万,1.70万公里,济宁
福特蒙迪欧 2013款 1.5T 自动 GTDi180 时尚型,福特,福特蒙迪欧,GTDi180,2013,2015,5.58,1.12万,9.50万公里,南京
大众途安L 2016款 280TSI 双离合 舒适版,大众,大众途安L,舒适版,2016,2017,7.68,1.54万,4.44万公里,上海
福特福克斯 2018款 两厢经典 1.6L 双离合 舒适型智行版,福特,福特福克斯,舒适型智行版,2018,2018,4.86,0.97万,5.35万公里,潍坊
大众速腾 2018款 1.6L 手自一体 舒适版,大众,大众速腾,舒适版,2018,2019,7.39,1.44万,2.55万公里,合肥
宝马3系 2023款 325i M运动套装,宝马,宝马3系,325i,2023,2023,26.0,5.20万,2.60万公里,赣州
宝马3系 2021款 325i M运动曜夜套装,宝马,宝马3系,325i,2021,2021,24.8,4.96万,5.50万公里,乌鲁木齐
本田艾力绅 2019款 锐·混动 2.0L E-CVT 豪华版,本田,本田艾力绅,豪华版,2019,2020,19.2,3.84万,4.77万公里,西安
特斯拉Model Y 2021款 615km Performance高性能全轮驱动版,特斯拉,特斯拉Model,Performance高性能全轮驱动版,2021,2022,25.6,5.12万,2.14万公里,合肥
沃尔沃S60 2019款 S60L T5 智远版,沃尔沃,沃尔沃S60,智远版,2019,2019,11.8888,2.38万,7.43万公里,上海
极氪ZEEKR X 2023款 560km 后驱ME版 5座,极氪,极氪ZEEKR,5座,2023,2023,15.6,3.12万,0.70万公里,苏州
